,review_date,title,score,pos,cons,reviewer,review_country,stay_date
271,11 November 2019,Beautiful stay,9.2,"Everything that the hotel has to offer (easy access to garden by the bay, the domes, bay, future world exhibition, mall, infinity pool and observation desk,...) are awesome. Very clean and beautiful. (It’s probably why the room prices are so high, because the room itself isn’t necessarily worth that much).
Although, the room was very comfortable and big with good amenities and great bathroom. 
The hotel spa was small (but always nice to have) and the infinity pool is unbelievable.
You also get discounts to shops in the mall and to the science and art museum when you show your room key which is nice.
We were on the 15th floor and had a beautiful view of the gardens with lights shows visible from the balcony which was awesome (even if I definitely recommend going to it to experience it, way more impressive!!)","The room was noisy, we could hear the road a lot which was annoying when you pay so much! We were on the 15th floor so we can’t imagine what it would have been if we had been lower!!
They definitely should/could have soundproofed the windows more.
The restaurants were all overpriced (as you can expect) but soooo overpriced! I mean even room service was cheap in comparaison. (2 glasses of wines at Lavo cost us 55$) we definitely didn’t expect that! Also they have 17% tax on everything, so the price you see, is NOT the price you will pay.",Audrey,Belgium,November 2019
272,11 November 2019,Wonderful,9.6,"The room and it's service was just what you expect of a hotel of that caliber, plainly outstanding. The welcome we received from Antonio at the reception, our first impression was just refreshing. He made us feel special. Please let him know we were pleased......
The waitress working the afternoon shift in the pool area restaurant made feel us special.  Allow her to know that, too. On our 2nd day she remembered our last name that was great",,Marta,USA,November 2019
273,11 November 2019,Perfect!!!!!,10.0,Everything. We loved the Hotel. They gave us an upgrade and gave us a better room with a better view and it was amazing.,The Hotel is excellent. We enjoyed everything.,Karla Medaglia,Costa Rica,October 2019
274,10 November 2019,"Unique experience, but never again!",7.5,"The view overlooking the Gardens, the pool facilities, comfy bed, quick check-out. Fabulous light show in the evening. Convenient for extensive shopping mall",Have stayed in better rooms in hotels that are a fraction of the price. Lifts were incredibly busy and having to change lifts at the 34th floor to get to the top made it very frustrating. Not sufficient space in fridge and staff unwilling to clear more than one shelf. Poor lighting in the bathroom. Not allowed to use the pool facilities after check-out,William,United Kingdom,November 2019
275,10 November 2019,This was an interesting visit to one of Singapore's iconic sites.,8.8,The location is excellent with the property providing a great view and nice experience.,"The breakfast selection in Spago is rather limited for such a fancy price place. Also, the service attention in the Rise restaurant could be better, but it was not bad per se.",Anonymous,Malaysia,November 2019
276,9 November 2019,Amazing hotel,9.2,"Breathtaking view from the room to the harbor , very big room with huge bathroom , very comfortable bed and pillows, outstanding pool area , automatic check-out that took 2 seconds",The price,Maria,Israel,November 2019
277,9 November 2019,"The staff were friendly and courteous, very helpful.",8.8,"The staff were friendly and courteous, very helpful.  Room was huge, clean, great view from the 43rd floor.  Pool is great and now that it’s only hotel guests allowed it is not as busy.","Priced high.  Everything is expensive in the hotel, from drinks to food,  felt like I was going to be charged for sneezing!",Jeff,Canada,November 2019
278,9 November 2019,Breathtakingly views,10.0,"Views were incredible, room was spotless.",Sky bar at night- many tables unoccupied but we weren't allowed to sit there unless we were having food (despite spending a small fortune on champagne!),Karen,United Kingdom,November 2019
279,9 November 2019,Wonderful,10.0,We love the friendly staffs at the reception desk and concierge as well. The room was pretty well managed and clean. Especially mattress was so perfect that we could really take a good rest. We could walk down for the Garden rhapsody show in our flipflops.,"We should keep the key cards every time. Even at the pool area for the restroom break. It wasn't much comfortable but understandable since I heard why. Besides that, everything was way much beyond my expectation. Thx.",Hyounyoung,South Korea,November 2019
280,8 November 2019,He only one thing which is good: the pool.,6.3,"He only one thing which is good: the pool. If people would have it for a few, I would jot go there!","The ce la vi security were unfriendly my Ehe I want to Ente the elevator to go into my room.
My driver was just guard away as he can’t wait in front of hotel, but the expensive cars like mercedes and bmw can do it. This is harassment against other hotel guests. I would not recommend this hotel to any one for longer stay. 1 days is good but that’s it!",Pavlo,Germany,November 2019
281,8 November 2019,Great views. Good location. Hotel and service is functional vs being good. The place has no soul.,7.1,Great views. Good location.,It’s a hotel functioning a factory. There is zero exclusivity for the price you pay. There is no soul to the place. Everyone is herded in and herded out.,Zubin,USA,November 2019
282,8 November 2019,"A bit like in Vegas, nice rooms, interesting pool, casinos,...",7.9,"A bit like in Vegas, nice rooms, interesting pool, casinos, shops, etc. 
in contrast to Vegas completely overpriced. Everything belongs in the same hands. You can see Singapore, but you don’t get the real Singapore in there.",Expensive,Michael,Germany,November 2019
283,7 November 2019,Perfect to stay for two / three days.,9.6,I expected luxury and high quality service from this hotel. I can strongly say what I receive everything what I expected.,Maybe price is a bit too high. Food at the pool is definitely to expensive to compare with food quality.,Dmitrijus,Lithuania,November 2019
284,7 November 2019,The property had a great location but at times it felt like we were in a large Las Vegas hotel.,9.6,I liked the amount of space in the room.  Floor to ceiling windows were nice.  Room service and club lounge was nice.,"I didn't like the check in process.  Had to wait a long time in the non suite line even though I asked someone if it was the correct line before getting into it.  Didn't like the amount of people that were sometimes in the club lounge, especially during evening time.  Directions to get to the Gardens or the shops were confusing at first.",Deirdre,USA,November 2019
285,6 November 2019,In the whole I am very happy,9.2,The view from the room to the gardens was super!!,"Huge cockroach at the main entrance to the hotel, 
I believe that for such money all insects should be sent in the nearest district...",Olga,Russia,November 2019
